Leading proteins,Protein,Protein names,Gene names
A2AJI1,A2AJI1,MAP7 domain-containing protein 1,Map7d1
A0A0R4J2D7,A0A0R4J2D7,Microtubule-associated protein 9,Map9
P63085,P63085,Mitogen-activated protein kinase 1,Mapk1
P63085,P63085,Mitogen-activated protein kinase 1,Mapk1
P63085,P63085,Mitogen-activated protein kinase 1,Mapk1
P63085,P63085,Mitogen-activated protein kinase 1,Mapk1
P63085,P63085,Mitogen-activated protein kinase 1,Mapk1
B2KF34,B2KF34,Mitogen-activated protein kinase 14,Mapk14
B2KF34,B2KF34,Mitogen-activated protein kinase 14,Mapk14
B2KF34,B2KF34,Mitogen-activated protein kinase 14,Mapk14
B2KF34,B2KF34,Mitogen-activated protein kinase 14,Mapk14
B2KF34,B2KF34,Mitogen-activated protein kinase 14,Mapk14
D3Z6D8,D3Z6D8,Mitogen-activated protein kinase;Mitogen-activated protein kinase 3,Mapk3
D3Z6D8,D3Z6D8,Mitogen-activated protein kinase;Mitogen-activated protein kinase 3,Mapk3
D3Z6D8,D3Z6D8,Mitogen-activated protein kinase;Mitogen-activated protein kinase 3,Mapk3
D3Z6D8,D3Z6D8,Mitogen-activated protein kinase;Mitogen-activated protein kinase 3,Mapk3
D3Z6D8,D3Z6D8,Mitogen-activated protein kinase;Mitogen-activated protein kinase 3,Mapk3
E9Q6B6,E9Q6B6,C-Jun-amino-terminal kinase-interacting protein 3,Mapk8ip3
E9Q6B6,E9Q6B6,C-Jun-amino-terminal kinase-interacting protein 3,Mapk8ip3
Q8BKH7-3,Q8BKH7-3,Target of rapamycin complex 2 subunit MAPKAP1,Mapkap1
Q8BKH7-3,Q8BKH7-3,Target of rapamycin complex 2 subunit MAPKAP1,Mapkap1
P49138,P49138,MAP kinase-activated protein kinase 2,Mapkapk2
P49138,P49138,MAP kinase-activated protein kinase 2,Mapkapk2
P49138,P49138,MAP kinase-activated protein kinase 2,Mapkapk2
P49138,P49138,MAP kinase-activated protein kinase 2,Mapkapk2
P49138,P49138,MAP kinase-activated protein kinase 2,Mapkapk2
P49138,P49138,MAP kinase-activated protein kinase 2,Mapkapk2
A0A0A0MQA2,A0A0A0MQA2,Mitogen-activated protein kinase-binding protein 1,Mapkbp1
A0A0A0MQA2,A0A0A0MQA2,Mitogen-activated protein kinase-binding protein 1,Mapkbp1
Q61166,Q61166,Microtubule-associated protein RP/EB family member 1,Mapre1
Q8R001,Q8R001,Microtubule-associated protein RP/EB family member 2,Mapre2
Q8R001,Q8R001,Microtubule-associated protein RP/EB family member 2,Mapre2
Q8R001,Q8R001,Microtubule-associated protein RP/EB family member 2,Mapre2
Q8R001,Q8R001,Microtubule-associated protein RP/EB family member 2,Mapre2
D3Z6G3,D3Z6G3,Microtubule-associated protein RP/EB family member 3,Mapre3
D3Z6G3,D3Z6G3,Microtubule-associated protein RP/EB family member 3,Mapre3
D3Z6G3,D3Z6G3,Microtubule-associated protein RP/EB family member 3,Mapre3
A0A0A0MQC7,A0A0A0MQC7,Microtubule-associated protein;Microtubule-associated protein tau,Mapt
A0A0A0MQC7,A0A0A0MQC7,Microtubule-associated protein;Microtubule-associated protein tau,Mapt
A0A0A0MQC7,A0A0A0MQC7,Microtubule-associated protein;Microtubule-associated protein tau,Mapt
A0A0A0MQC7,A0A0A0MQC7,Microtubule-associated protein;Microtubule-associated protein tau,Mapt
A0A0A0MQC7,A0A0A0MQC7,Microtubule-associated protein;Microtubule-associated protein tau,Mapt
A0A0A0MQC7,A0A0A0MQC7,Microtubule-associated protein;Microtubule-associated protein tau,Mapt
A0A0A0MQC7,A0A0A0MQC7,Microtubule-associated protein;Microtubule-associated protein tau,Mapt
A0A0A0MQC7,A0A0A0MQC7,Microtubule-associated protein;Microtubule-associated protein tau,Mapt
A0A0A0MQC7,A0A0A0MQC7,Microtubule-associated protein;Microtubule-associated protein tau,Mapt
A0A0A0MQC7,A0A0A0MQC7,Microtubule-associated protein;Microtubule-associated protein tau,Mapt
A0A0A0MQC7,A0A0A0MQC7,Microtubule-associated protein;Microtubule-associated protein tau,Mapt
A0A0A0MQC7,A0A0A0MQC7,Microtubule-associated protein;Microtubule-associated protein tau,Mapt
A0A0A0MQC7,A0A0A0MQC7,Microtubule-associated protein;Microtubule-associated protein tau,Mapt
A0A0A0MQC7,A0A0A0MQC7,Microtubule-associated protein;Microtubule-associated protein tau,Mapt
A0A0A0MQC7,A0A0A0MQC7,Microtubule-associated protein;Microtubule-associated protein tau,Mapt
A0A0A0MQC7,A0A0A0MQC7,Microtubule-associated protein;Microtubule-associated protein tau,Mapt
A0A0A0MQC7,A0A0A0MQC7,Microtubule-associated protein;Microtubule-associated protein tau,Mapt
P26645,P26645,Myristoylated alanine-rich C-kinase substrate,Marcks
P26645,P26645,Myristoylated alanine-rich C-kinase substrate,Marcks
P26645,P26645,Myristoylated alanine-rich C-kinase substrate,Marcks
P26645,P26645,Myristoylated alanine-rich C-kinase substrate,Marcks
P26645,P26645,Myristoylated alanine-rich C-kinase substrate,Marcks
P26645,P26645,Myristoylated alanine-rich C-kinase substrate,Marcks
P26645,P26645,Myristoylated alanine-rich C-kinase substrate,Marcks
P26645,P26645,Myristoylated alanine-rich C-kinase substrate,Marcks
P26645,P26645,Myristoylated alanine-rich C-kinase substrate,Marcks
P26645,P26645,Myristoylated alanine-rich C-kinase substrate,Marcks
P26645,P26645,Myristoylated alanine-rich C-kinase substrate,Marcks
P26645,P26645,Myristoylated alanine-rich C-kinase substrate,Marcks
P26645,P26645,Myristoylated alanine-rich C-kinase substrate,Marcks
P26645,P26645,Myristoylated alanine-rich C-kinase substrate,Marcks
P26645,P26645,Myristoylated alanine-rich C-kinase substrate,Marcks
P26645,P26645,Myristoylated alanine-rich C-kinase substrate,Marcks
P26645,P26645,Myristoylated alanine-rich C-kinase substrate,Marcks
P26645,P26645,Myristoylated alanine-rich C-kinase substrate,Marcks
P26645,P26645,Myristoylated alanine-rich C-kinase substrate,Marcks
P26645,P26645,Myristoylated alanine-rich C-kinase substrate,Marcks
P26645,P26645,Myristoylated alanine-rich C-kinase substrate,Marcks
P28667,P28667,MARCKS-related protein,Marcksl1
P28667,P28667,MARCKS-related protein,Marcksl1
P28667,P28667,MARCKS-related protein,Marcksl1
P28667,P28667,MARCKS-related protein,Marcksl1
P28667,P28667,MARCKS-related protein,Marcksl1
P28667,P28667,MARCKS-related protein,Marcksl1
Q8BJ34-5,Q8BJ34-5,Meiosis arrest female protein 1,Marf1
Q8VHJ5,Q8VHJ5,Serine/threonine-protein kinase MARK1,Mark1
Q05512,Q05512,Serine/threonine-protein kinase MARK2,Mark2
Q05512,Q05512,Serine/threonine-protein kinase MARK2,Mark2
Q05512,Q05512,Serine/threonine-protein kinase MARK2,Mark2
Q05512,Q05512,Serine/threonine-protein kinase MARK2,Mark2
Q05512,Q05512,Serine/threonine-protein kinase MARK2,Mark2
Q05512,Q05512,Serine/threonine-protein kinase MARK2,Mark2
Q05512,Q05512,Serine/threonine-protein kinase MARK2,Mark2
Q05512,Q05512,Serine/threonine-protein kinase MARK2,Mark2
Q05512,Q05512,Serine/threonine-protein kinase MARK2,Mark2
Q05512,Q05512,Serine/threonine-protein kinase MARK2,Mark2
Q05512,Q05512,Serine/threonine-protein kinase MARK2,Mark2
Q05512,Q05512,Serine/threonine-protein kinase MARK2,Mark2
Q05512,Q05512,Serine/threonine-protein kinase MARK2,Mark2
Q05512,Q05512,Serine/threonine-protein kinase MARK2,Mark2
Q05512,Q05512,Serine/threonine-protein kinase MARK2,Mark2
Q05512,Q05512,Serine/threonine-protein kinase MARK2,Mark2
Q05512,Q05512,Serine/threonine-protein kinase MARK2,Mark2
Q05512,Q05512,Serine/threonine-protein kinase MARK2,Mark2
Q05512,Q05512,Serine/threonine-protein kinase MARK2,Mark2
Q05512,Q05512,Serine/threonine-protein kinase MARK2,Mark2
Q05512,Q05512,Serine/threonine-protein kinase MARK2,Mark2
Q05512,Q05512,Serine/threonine-protein kinase MARK2,Mark2
Q05512,Q05512,Serine/threonine-protein kinase MARK2,Mark2
Q05512,Q05512,Serine/threonine-protein kinase MARK2,Mark2
Q05512;A0A1Y7VNZ6;Q8CIP4-2;Q8VHJ5,Q05512,Serine/threonine-protein kinase MARK2;MAP/microtubule affinity-regulating kinase 3;MAP/microtubule affinity-regulating kinase 4;Serine/threonine-protein kinase MARK1,Mark2;Mark1;Mark3;Mark4
Q05512;A0A1Y7VNZ6;Q8CIP4-2;Q8VHJ5,Q05512,Serine/threonine-protein kinase MARK2;MAP/microtubule affinity-regulating kinase 3;MAP/microtubule affinity-regulating kinase 4;Serine/threonine-protein kinase MARK1,Mark2;Mark1;Mark3;Mark4
Q05512;A0A1Y7VNZ6;Q8VHJ5,Q05512,Serine/threonine-protein kinase MARK2;MAP/microtubule affinity-regulating kinase 3;Serine/threonine-protein kinase MARK1,Mark2;Mark3;Mark1
A0A1Y7VNZ6,A0A1Y7VNZ6,MAP/microtubule affinity-regulating kinase 3,Mark3
A0A1Y7VNZ6,A0A1Y7VNZ6,MAP/microtubule affinity-regulating kinase 3,Mark3
A0A1Y7VNZ6,A0A1Y7VNZ6,MAP/microtubule affinity-regulating kinase 3,Mark3
A0A1Y7VNZ6,A0A1Y7VNZ6,MAP/microtubule affinity-regulating kinase 3,Mark3
A0A1Y7VNZ6,A0A1Y7VNZ6,MAP/microtubule affinity-regulating kinase 3,Mark3
A0A1Y7VNZ6,A0A1Y7VNZ6,MAP/microtubule affinity-regulating kinase 3,Mark3
A0A1Y7VNZ6,A0A1Y7VNZ6,MAP/microtubule affinity-regulating kinase 3,Mark3
A0A1Y7VNZ6,A0A1Y7VNZ6,MAP/microtubule affinity-regulating kinase 3,Mark3
A0A1Y7VNZ6,A0A1Y7VNZ6,MAP/microtubule affinity-regulating kinase 3,Mark3
A0A1Y7VNZ6,A0A1Y7VNZ6,MAP/microtubule affinity-regulating kinase 3,Mark3
A0A1Y7VNZ6,A0A1Y7VNZ6,MAP/microtubule affinity-regulating kinase 3,Mark3
A0A1Y7VNZ6,A0A1Y7VNZ6,MAP/microtubule affinity-regulating kinase 3,Mark3
A0A1Y7VNZ6,A0A1Y7VNZ6,MAP/microtubule affinity-regulating kinase 3,Mark3
A0A1Y7VNZ6,A0A1Y7VNZ6,MAP/microtubule affinity-regulating kinase 3,Mark3
A0A1Y7VNZ6,A0A1Y7VNZ6,MAP/microtubule affinity-regulating kinase 3,Mark3
A0A1Y7VNZ6,A0A1Y7VNZ6,MAP/microtubule affinity-regulating kinase 3,Mark3
A0A1Y7VNZ6,A0A1Y7VNZ6,MAP/microtubule affinity-regulating kinase 3,Mark3
Q8CIP4-2,Q8CIP4-2,MAP/microtubule affinity-regulating kinase 4,Mark4
Q68FL6,Q68FL6,"Methionine--tRNA ligase, cytoplasmic",Mars
B1AST8,B1AST8,Microtubule-associated serine/threonine-protein kinase 2,Mast2
B1AST8,B1AST8,Microtubule-associated serine/threonine-protein kinase 2,Mast2
B1AST8,B1AST8,Microtubule-associated serine/threonine-protein kinase 2,Mast2
B1AST8,B1AST8,Microtubule-associated serine/threonine-protein kinase 2,Mast2
B1AST8,B1AST8,Microtubule-associated serine/threonine-protein kinase 2,Mast2
B1AST8,B1AST8,Microtubule-associated serine/threonine-protein kinase 2,Mast2
B1AST8,B1AST8,,Mast2
B1AST8,B1AST8,Microtubule-associated serine/threonine-protein kinase 2,Mast2
B1AST8,B1AST8,Microtubule-associated serine/threonine-protein kinase 2,Mast2
B1AST8,B1AST8,Microtubule-associated serine/threonine-protein kinase 2,Mast2
B1AST8,B1AST8,Microtubule-associated serine/threonine-protein kinase 2,Mast2
B1AST8,B1AST8,Microtubule-associated serine/threonine-protein kinase 2,Mast2
B1AST8,B1AST8,Microtubule-associated serine/threonine-protein kinase 2,Mast2
B1AST8,B1AST8,Microtubule-associated serine/threonine-protein kinase 2,Mast2
B1AST8,B1AST8,Microtubule-associated serine/threonine-protein kinase 2,Mast2
B1AST8,B1AST8,Microtubule-associated serine/threonine-protein kinase 2,Mast2
B1AST8,B1AST8,Microtubule-associated serine/threonine-protein kinase 2,Mast2
B1AST8,B1AST8,Microtubule-associated serine/threonine-protein kinase 2,Mast2
B1AST8,B1AST8,Microtubule-associated serine/threonine-protein kinase 2,Mast2
A0A1D5RM97,A0A1D5RM97,Microtubule-associated serine/threonine-protein kinase 3,Mast3
A0A1D5RM97,A0A1D5RM97,Microtubule-associated serine/threonine-protein kinase 3,Mast3
A0A1D5RM97,A0A1D5RM97,Microtubule-associated serine/threonine-protein kinase 3,Mast3
A0A1D5RM97,A0A1D5RM97,Microtubule-associated serine/threonine-protein kinase 3,Mast3
E9PWX8,E9PWX8,Microtubule-associated serine/threonine-protein kinase 4,Mast4
E9PWX8,E9PWX8,Microtubule-associated serine/threonine-protein kinase 4,Mast4
E9PWX8,E9PWX8,Microtubule-associated serine/threonine-protein kinase 4,Mast4
E9PWX8,E9PWX8,Microtubule-associated serine/threonine-protein kinase 4,Mast4
E9PWX8,E9PWX8,Microtubule-associated serine/threonine-protein kinase 4,Mast4
E9PWX8,E9PWX8,Microtubule-associated serine/threonine-protein kinase 4,Mast4
E9PWX8,E9PWX8,Microtubule-associated serine/threonine-protein kinase 4,Mast4
E9PWX8,E9PWX8,Microtubule-associated serine/threonine-protein kinase 4,Mast4
E9PWX8,E9PWX8,Microtubule-associated serine/threonine-protein kinase 4,Mast4
E9PWX8,E9PWX8,Microtubule-associated serine/threonine-protein kinase 4,Mast4
E9PWX8,E9PWX8,Microtubule-associated serine/threonine-protein kinase 4,Mast4
E9PWX8,E9PWX8,Microtubule-associated serine/threonine-protein kinase 4,Mast4
E9PWX8,E9PWX8,Microtubule-associated serine/threonine-protein kinase 4,Mast4
E9PWX8,E9PWX8,Microtubule-associated serine/threonine-protein kinase 4,Mast4
E9PWX8,E9PWX8,Microtubule-associated serine/threonine-protein kinase 4,Mast4
E9PWX8,E9PWX8,Microtubule-associated serine/threonine-protein kinase 4,Mast4
E9PWX8,E9PWX8,Microtubule-associated serine/threonine-protein kinase 4,Mast4
E9PWX8;B1AST8,B1AST8,Microtubule-associated serine/threonine-protein kinase 4;Microtubule-associated serine/threonine-protein kinase 2,Mast4;Mast2
Q8C0P0,Q8C0P0,Serine/threonine-protein kinase greatwall,Mastl
Q8K310,Q8K310,Matrin-3,Matr3
Q8K310,Q8K310,Matrin-3,Matr3
Q8K310,Q8K310,Matrin-3,Matr3
Q8K310,Q8K310,Matrin-3,Matr3
Q8K310,Q8K310,Matrin-3,Matr3
Q8K310,Q8K310,Matrin-3,Matr3
Q8K310,Q8K310,Matrin-3,Matr3
Q8VCF0,Q8VCF0,Mitochondrial antiviral-signaling protein,Mavs
Q8VCF0,Q8VCF0,Mitochondrial antiviral-signaling protein,Mavs
Q8VCF0,Q8VCF0,Mitochondrial antiviral-signaling protein,Mavs
Q8VCF0,Q8VCF0,Mitochondrial antiviral-signaling protein,Mavs
Q8VCF0,Q8VCF0,Mitochondrial antiviral-signaling protein,Mavs
Q8VCF0,Q8VCF0,Mitochondrial antiviral-signaling protein,Mavs
P04247,P04247,Myoglobin,Mb
P04247,P04247,Myoglobin,Mb
P04247,P04247,Myoglobin,Mb
P04247,P04247,Myoglobin,Mb
P04247,P04247,Myoglobin,Mb
D3Z742,D3Z742,Protein MB21D2,Mb21d2
A0A286YCP6,A0A286YCP6,Methyl-CpG-binding domain protein 1,Mbd1
A0A286YCP6,A0A286YCP6,Methyl-CpG-binding domain protein 1,Mbd1
Q9Z2E1-2,Q9Z2E1-2,Methyl-CpG-binding domain protein 2,Mbd2
D3YTR5,D3YTR5,Methyl-CpG-binding domain protein 3,Mbd3
D3YTR5,D3YTR5,Methyl-CpG-binding domain protein 3,Mbd3
Q99LQ1,Q99LQ1,MAP3K12-binding inhibitory protein 1,Mbip
A0A217FL69,A0A217FL69,Lysophospholipid acyltransferase 2,Mboat2
F6RT34,F6RT34,Myelin basic protein,Mbp
F6RT34;F6TYB7,F6RT34,Myelin basic protein,Mbp
F6TYB7,F6TYB7,Myelin basic protein,Mbp
F6RT34;F6TYB7,F6RT34,Myelin basic protein,Mbp
F6TYB7,F6TYB7,Myelin basic protein,Mbp
F6RT34;F6TYB7,F6RT34,Myelin basic protein,Mbp
F6RT34,F6RT34,Myelin basic protein,Mbp
F6RT34;F6TYB7,F6RT34,Myelin basic protein,Mbp
F6RT34;F6TYB7,F6RT34,Myelin basic protein,Mbp
Q8R2Y2,Q8R2Y2,Cell surface glycoprotein MUC18,Mcam
A0A2R8VHT7,A0A2R8VHT7,"Malonyl-CoA-acyl carrier protein transacylase, mitochondrial",Mcat
G3UW40,G3UW40,,Mcc
G3UW40,G3UW40,,Mcc
Q9D8U6,Q9D8U6,Mast cell-expressed membrane protein 1,Mcemp1
G3UYM8,G3UYM8,Guanine nucleotide exchange factor DBS,Mcf2l
Q0VBD2,Q0VBD2,Protein MCM10 homolog,Mcm10
P97310,P97310,DNA replication licensing factor MCM2,Mcm2
P97310,P97310,DNA replication licensing factor MCM2,Mcm2
P97310,P97310,DNA replication licensing factor MCM2,Mcm2
P97310,P97310,DNA replication licensing factor MCM2,Mcm2
P97310,P97310,DNA replication licensing factor MCM2,Mcm2
P97310,P97310,DNA replication licensing factor MCM2,Mcm2
P97310,P97310,DNA replication licensing factor MCM2,Mcm2
P97310,P97310,DNA replication licensing factor MCM2,Mcm2
P97310,P97310,DNA replication licensing factor MCM2,Mcm2
P97310,P97310,DNA replication licensing factor MCM2,Mcm2
P97310,P97310,DNA replication licensing factor MCM2,Mcm2
P25206,P25206,DNA replication licensing factor MCM3,Mcm3
P25206,P25206,DNA replication licensing factor MCM3,Mcm3
P25206,P25206,DNA replication licensing factor MCM3,Mcm3
P25206,P25206,DNA replication licensing factor MCM3,Mcm3
P49717,P49717,DNA replication licensing factor MCM4,Mcm4
P49717,P49717,DNA replication licensing factor MCM4,Mcm4
P49718,P49718,DNA replication licensing factor MCM5,Mcm5
P49718,P49718,DNA replication licensing factor MCM5,Mcm5
Q3ULG5,Q3ULG5,DNA helicase;DNA replication licensing factor MCM6,Mcm6
Q3ULG5,Q3ULG5,DNA helicase;DNA replication licensing factor MCM6,Mcm6
Q3ULG5,Q3ULG5,DNA helicase;DNA replication licensing factor MCM6,Mcm6
Q3ULG5,Q3ULG5,DNA helicase;DNA replication licensing factor MCM6,Mcm6
Q3ULG5,Q3ULG5,DNA helicase;DNA replication licensing factor MCM6,Mcm6
Q3ULG5,Q3ULG5,DNA helicase;DNA replication licensing factor MCM6,Mcm6
Q61881,Q61881,DNA replication licensing factor MCM7,Mcm7
H9KV04,H9KV04,Mini-chromosome maintenance complex-binding protein,Mcmbp
H9KV04,H9KV04,Mini-chromosome maintenance complex-binding protein,Mcmbp
H9KV04,H9KV04,Mini-chromosome maintenance complex-binding protein,Mcmbp
H9KV04,H9KV04,Mini-chromosome maintenance complex-binding protein,Mcmbp
Q8K595-2,Q8K595-2,Mucolipin-2,Mcoln2
Q7TT79,Q7TT79,Microcephalin,Mcph1
Q7TT79,Q7TT79,Microcephalin,Mcph1
Q7TT79,Q7TT79,Microcephalin,Mcph1
Q7TT79,Q7TT79,Microcephalin,Mcph1
A0A2R8VH87,A0A2R8VH87,Microspherule protein 1,Mcrs1
A0A2R8VH87,A0A2R8VH87,Microspherule protein 1,Mcrs1
A0A2R8VH87,A0A2R8VH87,Microspherule protein 1,Mcrs1
Q5PSV9,Q5PSV9,Mediator of DNA damage checkpoint protein 1,Mdc1
Q5PSV9,Q5PSV9,Mediator of DNA damage checkpoint protein 1,Mdc1
Q5PSV9,Q5PSV9,Mediator of DNA damage checkpoint protein 1,Mdc1
Q5PSV9,Q5PSV9,Mediator of DNA damage checkpoint protein 1,Mdc1
Q5PSV9,Q5PSV9,Mediator of DNA damage checkpoint protein 1,Mdc1
Q5PSV9,Q5PSV9,Mediator of DNA damage checkpoint protein 1,Mdc1
Q5PSV9,Q5PSV9,Mediator of DNA damage checkpoint protein 1,Mdc1
Q5PSV9,Q5PSV9,Mediator of DNA damage checkpoint protein 1,Mdc1
Q5PSV9,Q5PSV9,Mediator of DNA damage checkpoint protein 1,Mdc1
Q5PSV9,Q5PSV9,Mediator of DNA damage checkpoint protein 1,Mdc1
Q5PSV9,Q5PSV9,Mediator of DNA damage checkpoint protein 1,Mdc1
Q5PSV9,Q5PSV9,Mediator of DNA damage checkpoint protein 1,Mdc1
D3YZ53,D3YZ53,MyoD family inhibitor,Mdfi
D3YZ53,D3YZ53,MyoD family inhibitor,Mdfi
D3YZ53,D3YZ53,MyoD family inhibitor,Mdfi
A0A087WPB2,A0A087WPB2,MyoD family inhibitor domain-containing protein,Mdfic
A0A087WPB2,A0A087WPB2,MyoD family inhibitor domain-containing protein,Mdfic
P14152,P14152,"Malate dehydrogenase, cytoplasmic",Mdh1
P14152,P14152,"Malate dehydrogenase, cytoplasmic",Mdh1
P14152,P14152,"Malate dehydrogenase, cytoplasmic",Mdh1
P14152,P14152,"Malate dehydrogenase, cytoplasmic",Mdh1
P14152,P14152,"Malate dehydrogenase, cytoplasmic",Mdh1
P14152,P14152,"Malate dehydrogenase, cytoplasmic",Mdh1
P08249,P08249,"Malate dehydrogenase, mitochondrial",Mdh2
P08249,P08249,"Malate dehydrogenase, mitochondrial",Mdh2
P08249,P08249,"Malate dehydrogenase, mitochondrial",Mdh2
P08249,P08249,"Malate dehydrogenase, mitochondrial",Mdh2
E9Q0B1,E9Q0B1,Nuclear protein MDM1,Mdm1
E9Q0B1,E9Q0B1,Nuclear protein MDM1,Mdm1
E9Q0B1,E9Q0B1,Nuclear protein MDM1,Mdm1
Q3TQP6,Q3TQP6,Malic enzyme;NADP-dependent malic enzyme,Me1
Q8BMF3,Q8BMF3,"NADP-dependent malic enzyme, mitochondrial",Me3
Q8BMF3,Q8BMF3,"NADP-dependent malic enzyme, mitochondrial",Me3
Q8BMF3,Q8BMF3,"NADP-dependent malic enzyme, mitochondrial",Me3
Q8BMF3,Q8BMF3,"NADP-dependent malic enzyme, mitochondrial",Me3
Q64327,Q64327,Male-enhanced antigen 1,Mea1
O35700,O35700,MDS1 and EVI1 complex locus protein EVI1,Mecom
O35700,O35700,MDS1 and EVI1 complex locus protein EVI1,Mecom
Q9Z2D6,Q9Z2D6,Methyl-CpG-binding protein 2,Mecp2
Q9Z2D6,Q9Z2D6,Methyl-CpG-binding protein 2,Mecp2
Q9Z2D6,Q9Z2D6,Methyl-CpG-binding protein 2,Mecp2
Q9Z2D6,Q9Z2D6,Methyl-CpG-binding protein 2,Mecp2
Q9Z2D6,Q9Z2D6,Methyl-CpG-binding protein 2,Mecp2
Q9Z2D6,Q9Z2D6,Methyl-CpG-binding protein 2,Mecp2
Q9Z2D6,Q9Z2D6,Methyl-CpG-binding protein 2,Mecp2
Q9Z2D6,Q9Z2D6,Methyl-CpG-binding protein 2,Mecp2
Q9Z2D6,Q9Z2D6,Methyl-CpG-binding protein 2,Mecp2
Q9Z2D6,Q9Z2D6,Methyl-CpG-binding protein 2,Mecp2
Q9Z2D6,Q9Z2D6,Methyl-CpG-binding protein 2,Mecp2
Q9Z2D6,Q9Z2D6,Methyl-CpG-binding protein 2,Mecp2
Q9Z2D6,Q9Z2D6,Methyl-CpG-binding protein 2,Mecp2
Q9Z2D6,Q9Z2D6,Methyl-CpG-binding protein 2,Mecp2
Q9Z2D6,Q9Z2D6,Methyl-CpG-binding protein 2,Mecp2
Q9Z2D6,Q9Z2D6,Methyl-CpG-binding protein 2,Mecp2
Q925J9-4,Q925J9-4,Mediator of RNA polymerase II transcription subunit 1,Med1
Q925J9-4,Q925J9-4,Mediator of RNA polymerase II transcription subunit 1,Med1
Q925J9-4,Q925J9-4,Mediator of RNA polymerase II transcription subunit 1,Med1
Q925J9-4,Q925J9-4,Mediator of RNA polymerase II transcription subunit 1,Med1
Q925J9-4,Q925J9-4,Mediator of RNA polymerase II transcription subunit 1,Med1
Q925J9-4,Q925J9-4,Mediator of RNA polymerase II transcription subunit 1,Med1
Q925J9-4,Q925J9-4,Mediator of RNA polymerase II transcription subunit 1,Med1
Q925J9-4,Q925J9-4,Mediator of RNA polymerase II transcription subunit 1,Med1
Q925J9-4,Q925J9-4,Mediator of RNA polymerase II transcription subunit 1,Med1
Q925J9-4,Q925J9-4,Mediator of RNA polymerase II transcription subunit 1,Med1
Q925J9-4,Q925J9-4,Mediator of RNA polymerase II transcription subunit 1,Med1
Q925J9-4,Q925J9-4,Mediator of RNA polymerase II transcription subunit 1,Med1
Q925J9-4,Q925J9-4,Mediator of RNA polymerase II transcription subunit 1,Med1
Q925J9-4,Q925J9-4,Mediator of RNA polymerase II transcription subunit 1,Med1
Q925J9-4,Q925J9-4,Mediator of RNA polymerase II transcription subunit 1,Med1
Q925J9-4,Q925J9-4,Mediator of RNA polymerase II transcription subunit 1,Med1
Q925J9-4,Q925J9-4,Mediator of RNA polymerase II transcription subunit 1,Med1
Q925J9-4,Q925J9-4,Mediator of RNA polymerase II transcription subunit 1,Med1
Q925J9-4,Q925J9-4,Mediator of RNA polymerase II transcription subunit 1,Med1
Q925J9-4,Q925J9-4,Mediator of RNA polymerase II transcription subunit 1,Med1
Q925J9-4,Q925J9-4,Mediator of RNA polymerase II transcription subunit 1,Med1
Q925J9-4,Q925J9-4,Mediator of RNA polymerase II transcription subunit 1,Med1
A2AGH8,A2AGH8,Mediator of RNA polymerase II transcription subunit 12,Med12
A2AGH8,A2AGH8,Mediator of RNA polymerase II transcription subunit 12,Med12
Q5SWW4,Q5SWW4,Mediator of RNA polymerase II transcription subunit 13,Med13
Q5SWW4,Q5SWW4,Mediator of RNA polymerase II transcription subunit 13,Med13
Q5SWW4,Q5SWW4,Mediator of RNA polymerase II transcription subunit 13,Med13
Q5SWW4,Q5SWW4,Mediator of RNA polymerase II transcription subunit 13,Med13
Q5SWW4,Q5SWW4,Mediator of RNA polymerase II transcription subunit 13,Med13
Q5SWW4,Q5SWW4,Mediator of RNA polymerase II transcription subunit 13,Med13
A0A0J9YUA8,A0A0J9YUA8,Mediator of RNA polymerase II transcription subunit 13-like,Med13l
A0A0J9YUA8,A0A0J9YUA8,Mediator of RNA polymerase II transcription subunit 13-like,Med13l
A2BDP0,A2BDP0,Mediator of RNA polymerase II transcription subunit 14,Med14
A2BDP0,A2BDP0,Mediator of RNA polymerase II transcription subunit 14,Med14
A2BDP0,A2BDP0,Mediator of RNA polymerase II transcription subunit 14,Med14
A2BDP0,A2BDP0,Mediator of RNA polymerase II transcription subunit 14,Med14
A2BDP0,A2BDP0,Mediator of RNA polymerase II transcription subunit 14,Med14
A2BDP0,A2BDP0,Mediator of RNA polymerase II transcription subunit 14,Med14
A2BDP0,A2BDP0,Mediator of RNA polymerase II transcription subunit 14,Med14
A2BDP0,A2BDP0,Mediator of RNA polymerase II transcription subunit 14,Med14
A2BDP0,A2BDP0,Mediator of RNA polymerase II transcription subunit 14,Med14
A2BDP0,A2BDP0,Mediator of RNA polymerase II transcription subunit 14,Med14
A0A338P730,A0A338P730,Mediator of RNA polymerase II transcription subunit 15,Med15
G3UW74,G3UW74,Mediator of RNA polymerase II transcription subunit 16,Med16
Q8C1S0,Q8C1S0,Mediator of RNA polymerase II transcription subunit 19,Med19
A6PW47,A6PW47,Mediator of RNA polymerase II transcription subunit 24,Med24
A6PW47,A6PW47,Mediator of RNA polymerase II transcription subunit 24,Med24
A6PW47,A6PW47,Mediator of RNA polymerase II transcription subunit 24,Med24
A6PW47,A6PW47,Mediator of RNA polymerase II transcription subunit 24,Med24
A6PW47,A6PW47,Mediator of RNA polymerase II transcription subunit 24,Med24
Q7TN02,Q7TN02,Mediator of RNA polymerase II transcription subunit 26,Med26
